name;location;category;subCategory;unit;type;ubp06;ipcc2007;metaData
Chloride;;water;ground-;kg;Emission;;;
Chloride;;water;ground-, long-term;kg;Emission;;;
Chloride;;soil;industrial;kg;Emission;;;
Chloride;;water;lake;kg;Emission;;;
Chloride;;water;ocean;kg;Emission;;;
Chloride;;water;river;kg;Emission;;;
Chloride;;water;river, long-term;kg;Emission;;;
Chloride;;soil;unspecified;kg;Emission;;;
Chloride;;water;unspecified;kg;Emission;;;
Chlorimuron-ethyl;;soil;agricultural;kg;Emission;;;
Chlorinated solvents, unspecified;;water;fossil-;kg;Emission;;;
Chlorinated solvents, unspecified;;water;ground-;kg;Emission;;;
Chlorinated solvents, unspecified;;water;ground-, long-term;kg;Emission;;;
Chlorinated solvents, unspecified;;water;lake;kg;Emission;200000,00000 ;;
Chlorinated solvents, unspecified;;water;ocean;kg;Emission;200000,00000 ;;
Chlorinated solvents, unspecified;;water;river;kg;Emission;200000,00000 ;;
Chlorinated solvents, unspecified;;water;river, long-term;kg;Emission;200000,00000 ;;
Chlorinated solvents, unspecified;;water;unspecified;kg;Emission;200000,00000 ;;
Chlorine;;water;fossil-;kg;Emission;;;
Chlorine;;water;ground-;kg;Emission;;;
Chlorine;;water;ground-, long-term;kg;Emission;;;
Chlorine;;air;high population density;kg;Emission;;;
Chlorine;;water;lake;kg;Emission;;;
Chlorine;;air;low population density;kg;Emission;;;
Chlorine;;air;low population density, long-term;kg;Emission;;;
Chlorine;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Chlorine;;water;ocean;kg;Emission;;;
Chlorine;;water;river;kg;Emission;;;
Chlorine;;water;river, long-term;kg;Emission;;;
Chlorine;;air;unspecified;kg;Emission;;;
Chlorine;;water;unspecified;kg;Emission;;;
Chloroform;;water;fossil-;kg;Emission;;;
Chloroform;;water;ground-;kg;Emission;;;
Chloroform;;water;ground-, long-term;kg;Emission;;;
Chloroform;;air;high population density;kg;Emission;18000,00000 ;756,00000 ;
Chloroform;;water;lake;kg;Emission;1500000,00000 ;;
Chloroform;;air;low population density;kg;Emission;18000,00000 ;756,00000 ;
Chloroform;;air;low population density, long-term;kg;Emission;18000,00000 ;756,00000 ;
Chloroform;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;756,00000 ;
Chloroform;;water;ocean;kg;Emission;1500000,00000 ;;
Chloroform;;water;river;kg;Emission;1500000,00000 ;;
Chloroform;;water;river, long-term;kg;Emission;1500000,00000 ;;
Chloroform;;air;unspecified;kg;Emission;18000,00000 ;756,00000 ;
Chloroform;;water;unspecified;kg;Emission;1500000,00000 ;;
Chlorosilane, trimethyl-;;water;fossil-;kg;Emission;;;
Chlorosilane, trimethyl-;;water;ground-;kg;Emission;;;
Chlorosilane, trimethyl-;;water;ground-, long-term;kg;Emission;;;
Chlorosilane, trimethyl-;;air;high population density;kg;Emission;;;
Chlorosilane, trimethyl-;;water;lake;kg;Emission;;;
Chlorosilane, trimethyl-;;air;low population density;kg;Emission;;;
Chlorosilane, trimethyl-;;air;low population density, long-term;kg;Emission;;;
Chlorosilane, trimethyl-;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Chlorosilane, trimethyl-;;water;ocean;kg;Emission;;;
Chlorosilane, trimethyl-;;water;river;kg;Emission;;;
Chlorosilane, trimethyl-;;water;river, long-term;kg;Emission;;;
Chlorosilane, trimethyl-;;air;unspecified;kg;Emission;;;
Chlorosilane, trimethyl-;;water;unspecified;kg;Emission;;;
Chlorsulfuron;;soil;agricultural;kg;Emission;;;
Choline chloride;;soil;agricultural;kg;Emission;;;
Chromium;;soil;forestry;kg;Emission;;;
Chromium;;air;high population density;kg;Emission;;;
Chromium;;soil;industrial;kg;Emission;;;
Chromium;;air;low population density;kg;Emission;;;
Chromium;;air;low population density, long-term;kg;Emission;;;
Chromium;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Chromium;;air;unspecified;kg;Emission;;;
Chromium;;soil;unspecified;kg;Emission;;;
Chromium VI;;soil;forestry;kg;Emission;;;
Chromium VI;;water;fossil-;kg;Emission;;;
Chromium VI;;water;ground-;kg;Emission;;;
Chromium VI;;water;ground-, long-term;kg;Emission;;;
Chromium VI;;air;high population density;kg;Emission;;;
Chromium VI;;soil;industrial;kg;Emission;;;
Chromium VI;;water;lake;kg;Emission;7600000,00000 ;;
Chromium VI;;air;low population density;kg;Emission;;;
Chromium VI;;air;low population density, long-term;kg;Emission;;;
Chromium VI;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Chromium VI;;water;ocean;kg;Emission;7600000,00000 ;;
Chromium VI;;water;river;kg;Emission;7600000,00000 ;;
Chromium VI;;water;river, long-term;kg;Emission;7600000,00000 ;;
Chromium VI;;air;unspecified;kg;Emission;;;
Chromium VI;;soil;unspecified;kg;Emission;;;
Chromium VI;;water;unspecified;kg;Emission;7600000,00000 ;;
Chromium, ion;;water;fossil-;kg;Emission;;;
Chromium, ion;;water;ground-;kg;Emission;;;
Chromium, ion;;water;ground-, long-term;kg;Emission;;;
Chromium, ion;;water;lake;kg;Emission;7600000,00000 ;;
Chromium, ion;;water;ocean;kg;Emission;7600000,00000 ;;
Chromium, ion;;water;river;kg;Emission;7600000,00000 ;;
Chromium, ion;;water;river, long-term;kg;Emission;7600000,00000 ;;
Chromium, ion;;water;unspecified;kg;Emission;7600000,00000 ;;
Chromium-51;;water;fossil-;kBq;Emission;;;
Chromium-51;;water;ground-;kBq;Emission;;;
Chromium-51;;water;ground-, long-term;kBq;Emission;;;
Chromium-51;;air;high population density;kBq;Emission;;;
Chromium-51;;water;lake;kBq;Emission;;;
Chromium-51;;air;low population density;kBq;Emission;;;
Chromium-51;;air;low population density, long-term;kBq;Emission;;;
Chromium-51;;air;lower stratosphere + upper troposphere;kBq;Emission;;;
Chromium-51;;water;ocean;kBq;Emission;;;
Chromium-51;;water;river;kBq;Emission;;;
Chromium-51;;water;river, long-term;kBq;Emission;;;
Chromium-51;;air;unspecified;kBq;Emission;;;
Chromium-51;;water;unspecified;kBq;Emission;;;
Cinidon-ethyl;;soil;agricultural;kg;Emission;33000000,00000 ;;
Clethodim;;soil;agricultural;kg;Emission;9500000,00000 ;;
Clopyralid;;soil;agricultural;kg;Emission;;;
Cloransulam-methyl;;soil;agricultural;kg;Emission;;;
Cobalt;;soil;forestry;kg;Emission;;;
Cobalt;;water;fossil-;kg;Emission;;;
Cobalt;;water;ground-;kg;Emission;;;
Cobalt;;water;ground-, long-term;kg;Emission;;;
Cobalt;;air;high population density;kg;Emission;;;
Cobalt;;soil;industrial;kg;Emission;;;
Cobalt;;water;lake;kg;Emission;;;
Cobalt;;air;low population density;kg;Emission;;;
Cobalt;;air;low population density, long-term;kg;Emission;;;
Cobalt;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Cobalt;;water;ocean;kg;Emission;;;
Cobalt;;water;river;kg;Emission;;;
Cobalt;;water;river, long-term;kg;Emission;;;
Cobalt;;air;unspecified;kg;Emission;;;
Cobalt;;soil;unspecified;kg;Emission;;;
Cobalt;;water;unspecified;kg;Emission;;;
Cobalt-57;;water;fossil-;kBq;Emission;;;
Cobalt-57;;water;ground-;kBq;Emission;;;
Cobalt-57;;water;ground-, long-term;kBq;Emission;;;
Cobalt-57;;air;high population density;kBq;Emission;;;
Cobalt-57;;water;lake;kBq;Emission;;;
Cobalt-57;;air;low population density;kBq;Emission;;;
Cobalt-57;;air;low population density, long-term;kBq;Emission;;;
Cobalt-57;;air;lower stratosphere + upper troposphere;kBq;Emission;;;
Cobalt-57;;water;ocean;kBq;Emission;;;
Cobalt-57;;water;river;kBq;Emission;;;
Cobalt-57;;water;river, long-term;kBq;Emission;;;
Cobalt-57;;air;unspecified;kBq;Emission;;;
Cobalt-57;;water;unspecified;kBq;Emission;;;
Cobalt-58;;water;fossil-;kBq;Emission;;;
Cobalt-58;;water;ground-;kBq;Emission;;;
Cobalt-58;;water;ground-, long-term;kBq;Emission;;;
Cobalt-58;;air;high population density;kBq;Emission;;;
Cobalt-58;;water;lake;kBq;Emission;;;
Cobalt-58;;air;low population density;kBq;Emission;;;
Cobalt-58;;air;low population density, long-term;kBq;Emission;;;
Cobalt-58;;air;lower stratosphere + upper troposphere;kBq;Emission;;;
Cobalt-58;;water;ocean;kBq;Emission;;;
Cobalt-58;;water;river;kBq;Emission;;;
Cobalt-58;;water;river, long-term;kBq;Emission;;;
Cobalt-58;;air;unspecified;kBq;Emission;;;
Cobalt-58;;water;unspecified;kBq;Emission;;;
Cobalt-60;;water;fossil-;kBq;Emission;;;
Cobalt-60;;water;ground-;kBq;Emission;;;
Cobalt-60;;water;ground-, long-term;kBq;Emission;;;
Cobalt-60;;air;high population density;kBq;Emission;;;
Cobalt-60;;water;lake;kBq;Emission;;;
Cobalt-60;;air;low population density;kBq;Emission;;;
Cobalt-60;;air;low population density, long-term;kBq;Emission;;;
Cobalt-60;;air;lower stratosphere + upper troposphere;kBq;Emission;;;
Cobalt-60;;water;ocean;kBq;Emission;360,00000 ;;
Cobalt-60;;water;river;kBq;Emission;;;
Cobalt-60;;water;river, long-term;kBq;Emission;;;
Cobalt-60;;air;unspecified;kBq;Emission;;;
Cobalt-60;;water;unspecified;kBq;Emission;;;
COD, Chemical Oxygen Demand;;water;fossil-;kg;Emission;;;
COD, Chemical Oxygen Demand;;water;ground-;kg;Emission;;;
COD, Chemical Oxygen Demand;;water;ground-, long-term;kg;Emission;;;
COD, Chemical Oxygen Demand;;water;lake;kg;Emission;2300,00000 ;;
COD, Chemical Oxygen Demand;;water;ocean;kg;Emission;2300,00000 ;;
COD, Chemical Oxygen Demand;;water;river;kg;Emission;2300,00000 ;;
COD, Chemical Oxygen Demand;;water;river, long-term;kg;Emission;2300,00000 ;;
COD, Chemical Oxygen Demand;;water;unspecified;kg;Emission;2300,00000 ;;
Copper;;soil;forestry;kg;Emission;13000000,00000 ;;
Copper;;air;high population density;kg;Emission;;;
Copper;;soil;industrial;kg;Emission;;;
Copper;;air;low population density;kg;Emission;;;
Copper;;air;low population density, long-term;kg;Emission;;;
Copper;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Copper;;air;unspecified;kg;Emission;;;
Copper;;soil;unspecified;kg;Emission;13000000,00000 ;;
Copper, ion;;water;fossil-;kg;Emission;;;
Copper, ion;;water;ground-;kg;Emission;;;
Copper, ion;;water;ground-, long-term;kg;Emission;;;
Copper, ion;;water;lake;kg;Emission;14000000,00000 ;;
Copper, ion;;water;ocean;kg;Emission;14000000,00000 ;;
Copper, ion;;water;river;kg;Emission;14000000,00000 ;;
Copper, ion;;water;river, long-term;kg;Emission;14000000,00000 ;;
Copper, ion;;water;unspecified;kg;Emission;14000000,00000 ;;
Cumene;;water;fossil-;kg;Emission;;;
Cumene;;water;ground-;kg;Emission;;;
Cumene;;water;ground-, long-term;kg;Emission;;;
Cumene;;air;high population density;kg;Emission;18000,00000 ;;
Cumene;;water;lake;kg;Emission;;;
Cumene;;air;low population density;kg;Emission;18000,00000 ;;
Cumene;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Cumene;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Cumene;;water;ocean;kg;Emission;;;
Cumene;;water;river;kg;Emission;;;
Cumene;;water;river, long-term;kg;Emission;;;
Cumene;;air;unspecified;kg;Emission;18000,00000 ;;
Cumene;;water;unspecified;kg;Emission;;;
Curium alpha;;water;fossil-;kBq;Emission;;;
Curium alpha;;water;ground-;kBq;Emission;;;
Curium alpha;;water;ground-, long-term;kBq;Emission;;;
Curium alpha;;air;high population density;kBq;Emission;;;
Curium alpha;;water;lake;kBq;Emission;;;
Curium alpha;;air;low population density;kBq;Emission;;;
Curium alpha;;air;low population density, long-term;kBq;Emission;;;
Curium alpha;;air;lower stratosphere + upper troposphere;kBq;Emission;;;
Curium alpha;;water;ocean;kBq;Emission;53000,00000 ;;
Curium alpha;;water;river;kBq;Emission;;;
Curium alpha;;water;river, long-term;kBq;Emission;;;
Curium alpha;;air;unspecified;kBq;Emission;;;
Curium alpha;;water;unspecified;kBq;Emission;;;
Curium-242;;air;high population density;kBq;Emission;;;
Curium-242;;air;low population density;kBq;Emission;;;
Curium-242;;air;low population density, long-term;kBq;Emission;;;
Curium-242;;air;lower stratosphere + upper troposphere;kBq;Emission;;;
Curium-242;;air;unspecified;kBq;Emission;;;
Curium-244;;air;high population density;kBq;Emission;;;
Curium-244;;air;low population density;kBq;Emission;;;
Curium-244;;air;low population density, long-term;kBq;Emission;;;
Curium-244;;air;lower stratosphere + upper troposphere;kBq;Emission;;;
Curium-244;;air;unspecified;kBq;Emission;;;
Cyanazine;;soil;agricultural;kg;Emission;;;
Cyanide;;water;fossil-;kg;Emission;;;
Cyanide;;water;ground-;kg;Emission;;;
Cyanide;;water;ground-, long-term;kg;Emission;;;
Cyanide;;air;high population density;kg;Emission;;;
Cyanide;;water;lake;kg;Emission;;;
Cyanide;;air;low population density;kg;Emission;;;
Cyanide;;air;low population density, long-term;kg;Emission;;;
Cyanide;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Cyanide;;water;ocean;kg;Emission;;;
Cyanide;;water;river;kg;Emission;;;
Cyanide;;water;river, long-term;kg;Emission;;;
Cyanide;;air;unspecified;kg;Emission;;;
Cyanide;;water;unspecified;kg;Emission;;;
Cyclanilide;;soil;agricultural;kg;Emission;;;
Cyclohexane;;water;fossil-;kg;Emission;;;
Cyclohexane;;water;ground-;kg;Emission;;;
Cyclohexane;;water;ground-, long-term;kg;Emission;;;
Cyclohexane;;air;high population density;kg;Emission;18000,00000 ;;
Cyclohexane;;water;lake;kg;Emission;;;
Cyclohexane;;air;low population density;kg;Emission;18000,00000 ;;
Cyclohexane;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Cyclohexane;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Cyclohexane;;water;ocean;kg;Emission;;;
Cyclohexane;;water;river;kg;Emission;;;
Cyclohexane;;water;river, long-term;kg;Emission;;;
Cyclohexane;;air;unspecified;kg;Emission;18000,00000 ;;
Cyclohexane;;water;unspecified;kg;Emission;;;
Cycloxydim;;soil;agricultural;kg;Emission;;;
Cyfluthrin;;soil;agricultural;kg;Emission;37000000,00000 ;;
Diazinon;;soil;agricultural;kg;Emission;;;
Diborane;;water;fossil-;kg;Emission;;;
Diborane;;water;ground-;kg;Emission;;;
Diborane;;water;ground-, long-term;kg;Emission;;;
Diborane;;air;high population density;kg;Emission;;;
Diborane;;water;lake;kg;Emission;;;
Diborane;;air;low population density;kg;Emission;;;
Diborane;;air;low population density, long-term;kg;Emission;;;
Diborane;;air;lower stratosphere + upper troposphere;kg;Emission;;;
Diborane;;water;ocean;kg;Emission;;;
Diborane;;water;river;kg;Emission;;;
Diborane;;water;river, long-term;kg;Emission;;;
Diborane;;water;unspecified;kg;Emission;;;
Diborane;;air;unspecified;kg;Emission;;;
Dichlorprop-P;;soil;agricultural;kg;Emission;2600000,00000 ;;
Dichromate;;water;fossil-;kg;Emission;;;
Dichromate;;water;ground-;kg;Emission;;;
Dichromate;;water;ground-, long-term;kg;Emission;;;
Dichromate;;water;lake;kg;Emission;7600000,00000 ;;
Dichromate;;water;ocean;kg;Emission;7600000,00000 ;;
Dichromate;;water;river;kg;Emission;7600000,00000 ;;
Dichromate;;water;river, long-term;kg;Emission;7600000,00000 ;;
Dichromate;;water;unspecified;kg;Emission;7600000,00000 ;;
Diclofop;;soil;agricultural;kg;Emission;;;
Diclofop-methyl;;soil;agricultural;kg;Emission;;;
Dicofol;;soil;agricultural;kg;Emission;;;
Dicrotophos;;soil;agricultural;kg;Emission;;;
Diethyl ether;;air;high population density;kg;Emission;18000,00000 ;;
Diethyl ether;;air;low population density;kg;Emission;18000,00000 ;;
Diethyl ether;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Diethyl ether;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Diethyl ether;;air;unspecified;kg;Emission;18000,00000 ;;
Diethylene glycol;;water;fossil-;kg;Emission;;;
Diethylene glycol;;water;ground-;kg;Emission;;;
Diethylene glycol;;water;ground-, long-term;kg;Emission;;;
Diethylene glycol;;air;high population density;kg;Emission;18000,00000 ;;
Diethylene glycol;;water;lake;kg;Emission;;;
Diethylene glycol;;air;low population density;kg;Emission;18000,00000 ;;
Diethylene glycol;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Diethylene glycol;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Diethylene glycol;;water;ocean;kg;Emission;;;
Diethylene glycol;;water;river;kg;Emission;;;
Diethylene glycol;;water;river, long-term;kg;Emission;;;
Diethylene glycol;;air;unspecified;kg;Emission;18000,00000 ;;
Diethylene glycol;;water;unspecified;kg;Emission;;;
Diflubenzuron;;soil;agricultural;kg;Emission;14000000,00000 ;;
Diflufenzopyr-sodium;;soil;agricultural;kg;Emission;25000000,00000 ;;
Diisobutyl ketone;;water;fossil-;kg;Emission;;;
Diisobutyl ketone;;water;ground-;kg;Emission;;;
Diisobutyl ketone;;water;ground-, long-term;kg;Emission;;;
Diisobutyl ketone;;water;lake;kg;Emission;;;
Diisobutyl ketone;;water;ocean;kg;Emission;;;
Diisobutyl ketone;;water;river;kg;Emission;;;
Diisobutyl ketone;;water;river, long-term;kg;Emission;;;
Diisobutyl ketone;;water;unspecified;kg;Emission;;;
Dimethachlor;;soil;agricultural;kg;Emission;2500000,00000 ;;
Dimethipin;;soil;agricultural;kg;Emission;;;
Dimethoate;;soil;agricultural;kg;Emission;4100000,00000 ;;
Dimethyl ether;;water;fossil-;kg;Emission;;;
Dimethyl ether;;water;ground-;kg;Emission;;;
Dimethyl ether;;water;ground-, long-term;kg;Emission;;;
Dimethyl ether;;water;lake;kg;Emission;;;
Dimethyl ether;;water;ocean;kg;Emission;;;
Dimethyl ether;;water;river;kg;Emission;;;
Dimethyl ether;;water;river, long-term;kg;Emission;;;
Dimethyl ether;;water;unspecified;kg;Emission;;;
Dimethylamine;;water;fossil-;kg;Emission;;;
Dimethylamine;;water;ground-;kg;Emission;;;
Dimethylamine;;water;ground-, long-term;kg;Emission;;;
Dimethylamine;;air;high population density;kg;Emission;18000,00000 ;;
Dimethylamine;;water;lake;kg;Emission;;;
Dimethylamine;;air;low population density;kg;Emission;18000,00000 ;;
Dimethylamine;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Dimethylamine;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Dimethylamine;;water;ocean;kg;Emission;;;
Dimethylamine;;water;river;kg;Emission;;;
Dimethylamine;;water;river, long-term;kg;Emission;;;
Dimethylamine;;air;unspecified;kg;Emission;18000,00000 ;;
Dimethylamine;;water;unspecified;kg;Emission;;;
Dinitrogen monoxide;;air;high population density;kg;Emission;92000,00000 ;298,00000 ;
Dinitrogen monoxide;;air;low population density;kg;Emission;92000,00000 ;298,00000 ;
Dinitrogen monoxide;;air;low population density, long-term;kg;Emission;92000,00000 ;298,00000 ;
Dinitrogen monoxide;;air;lower stratosphere + upper troposphere;kg;Emission;92000,00000 ;298,00000 ;
Dinitrogen monoxide;;air;unspecified;kg;Emission;92000,00000 ;298,00000 ;
Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;;air;high population density;kg;Emission;57000000000000,00000 ;;
Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;;air;low population density;kg;Emission;57000000000000,00000 ;;
Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;;air;low population density, long-term;kg;Emission;57000000000000,00000 ;;
Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;;air;lower stratosphere + upper troposphere;kg;Emission;57000000000000,00000 ;;
Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;;air;unspecified;kg;Emission;57000000000000,00000 ;;
Disinfectants, unspecified;;water;fossil-;kg;Emission;;;
Disinfectants, unspecified;;water;ground-;kg;Emission;;;
Disinfectants, unspecified;;water;ground-, long-term;kg;Emission;;;
Disinfectants, unspecified;;water;lake;kg;Emission;;;
Disinfectants, unspecified;;water;ocean;kg;Emission;;;
Disinfectants, unspecified;;water;river;kg;Emission;;;
Disinfectants, unspecified;;water;river, long-term;kg;Emission;;;
Disinfectants, unspecified;;water;unspecified;kg;Emission;;;
Dissolved solids;;water;fossil-;kg;Emission;;;
Dissolved solids;;water;ground-;kg;Emission;;;
Dissolved solids;;water;ground-, long-term;kg;Emission;;;
Dissolved solids;;water;lake;kg;Emission;;;
Dissolved solids;;water;ocean;kg;Emission;;;
Dissolved solids;;water;river;kg;Emission;;;
Dissolved solids;;water;river, long-term;kg;Emission;;;
Dissolved solids;;water;unspecified;kg;Emission;;;
Disulfoton;;soil;agricultural;kg;Emission;;;
Dithianon;;soil;agricultural;kg;Emission;2700000,00000 ;;
Diuron;;soil;agricultural;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;fossil-;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;ground-;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;ground-, long-term;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;lake;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;ocean;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;river;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;river, long-term;kg;Emission;;;
DOC, Dissolved Organic Carbon;;water;unspecified;kg;Emission;;;
DSMA;;soil;agricultural;kg;Emission;;;
Endosulfan;;soil;agricultural;kg;Emission;1800000,00000 ;;
Endothall;;soil;agricultural;kg;Emission;;;
Epichlorohydrin;;air;high population density;kg;Emission;18000,00000 ;;
Epichlorohydrin;;air;low population density;kg;Emission;18000,00000 ;;
Epichlorohydrin;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Epichlorohydrin;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Epichlorohydrin;;air;unspecified;kg;Emission;18000,00000 ;;
EPTC;;soil;agricultural;kg;Emission;;;
Esfenvalerate;;soil;agricultural;kg;Emission;100000000,00000 ;;
Ethalfluralin;;soil;agricultural;kg;Emission;;;
Ethane;;air;high population density;kg;Emission;18000,00000 ;;
Ethane;;air;low population density;kg;Emission;18000,00000 ;;
Ethane;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethane;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethane;;air;unspecified;kg;Emission;18000,00000 ;;
Ethane thiol;;air;high population density;kg;Emission;18000,00000 ;;
Ethane thiol;;air;low population density;kg;Emission;18000,00000 ;;
Ethane thiol;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethane thiol;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethane thiol;;air;unspecified;kg;Emission;18000,00000 ;;
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;;air;high population density;kg;Emission;400000,00000 ;1430,00000 ;
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;;air;low population density;kg;Emission;400000,00000 ;1430,00000 ;
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;;air;low population density, long-term;kg;Emission;400000,00000 ;1430,00000 ;
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;;air;lower stratosphere + upper troposphere;kg;Emission;400000,00000 ;1430,00000 ;
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;;air;unspecified;kg;Emission;400000,00000 ;1430,00000 ;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;fossil-;kg;Emission;;;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;ground-;kg;Emission;;;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;ground-, long-term;kg;Emission;;;
Ethane, 1,1,1-trichloro-, HCFC-140;;air;high population density;kg;Emission;1100000,00000 ;146,00000 ;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;lake;kg;Emission;159505,06187 ;;
Ethane, 1,1,1-trichloro-, HCFC-140;;air;low population density;kg;Emission;1100000,00000 ;146,00000 ;
Ethane, 1,1,1-trichloro-, HCFC-140;;air;low population density, long-term;kg;Emission;1100000,00000 ;146,00000 ;
Ethane, 1,1,1-trichloro-, HCFC-140;;air;lower stratosphere + upper troposphere;kg;Emission;1100000,00000 ;146,00000 ;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;ocean;kg;Emission;159505,06187 ;;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;river;kg;Emission;159505,06187 ;;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;river, long-term;kg;Emission;159505,06187 ;;
Ethane, 1,1,1-trichloro-, HCFC-140;;air;unspecified;kg;Emission;1100000,00000 ;146,00000 ;
Ethane, 1,1,1-trichloro-, HCFC-140;;water;unspecified;kg;Emission;159505,06187 ;;
Ethane, 1,1,1-trifluoro-, HFC-143a;;air;high population density;kg;Emission;1300000,00000 ;4470,00000 ;
Ethane, 1,1,1-trifluoro-, HFC-143a;;air;low population density;kg;Emission;1300000,00000 ;4470,00000 ;
Ethane, 1,1,1-trifluoro-, HFC-143a;;air;low population density, long-term;kg;Emission;1300000,00000 ;4470,00000 ;
Ethane, 1,1,1-trifluoro-, HFC-143a;;air;lower stratosphere + upper troposphere;kg;Emission;1300000,00000 ;4470,00000 ;
Ethane, 1,1,1-trifluoro-, HFC-143a;;air;unspecified;kg;Emission;1300000,00000 ;4470,00000 ;
Ethane, 1,1,2-trichloro-;;air;high population density;kg;Emission;18000,00000 ;;
Ethane, 1,1,2-trichloro-;;air;low population density;kg;Emission;18000,00000 ;;
Ethane, 1,1,2-trichloro-;;air;low population density, long-term;kg;Emission;18000,00000 ;;
Ethane, 1,1,2-trichloro-;;air;lower stratosphere + upper troposphere;kg;Emission;18000,00000 ;;
Ethane, 1,1,2-trichloro-;;air;unspecified;kg;Emission;18000,00000 ;;
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;;air;high population density;kg;Emission;8800000,00000 ;6130,00000 ;
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;;air;low population density;kg;Emission;8800000,00000 ;6130,00000 ;
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;;air;low population density, long-term;kg;Emission;8800000,00000 ;6130,00000 ;
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;;air;lower stratosphere + upper troposphere;kg;Emission;8800000,00000 ;6130,00000 ;
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;;air;unspecified;kg;Emission;8800000,00000 ;6130,00000 ;
Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;;air;high population density;kg;Emission;1200000,00000 ;725,00000 ;
Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;;air;low population density;kg;Emission;1200000,00000 ;725,00000 ;
Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;;air;low population density, long-term;kg;Emission;1200000,00000 ;725,00000 ;
Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;;air;lower stratosphere + upper troposphere;kg;Emission;1200000,00000 ;725,00000 ;
Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b;;air;unspecified;kg;Emission;1200000,00000 ;725,00000 ;
Ethane, 1,1-difluoro-, HFC-152a;;air;high population density;kg;Emission;37000,00000 ;124,00000 ;
Ethane, 1,1-difluoro-, HFC-152a;;air;low population density;kg;Emission;37000,00000 ;124,00000 ;
Ethane, 1,1-difluoro-, HFC-152a;;air;low population density, long-term;kg;Emission;37000,00000 ;124,00000 ;
Ethane, 1,1-difluoro-, HFC-152a;;air;lower stratosphere + upper troposphere;kg;Emission;37000,00000 ;124,00000 ;
Ethane, 1,1-difluoro-, HFC-152a;;air;unspecified;kg;Emission;37000,00000 ;124,00000 ;
